id,service_id,base_price,category,created_at,description,estimated_duration_minutes,icon_name,is_active,name,updated_at,pet_type,country_code
164,BR-BOTH-SUBSCRIPTION-002,2700,subscription,2025-11-26 15:05:14.910772,Monthly grooming subscription - Gold tier,0,gold,true,Gold Wellness,2025-11-26 15:05:14.91078,both,BR
165,BR-BOTH-SUBSCRIPTION-003,3800,subscription,2025-11-26 15:05:14.966828,Monthly grooming subscription - Platinum tier,0,platinum,true,Platinum Premium,2025-11-26 15:05:14.966837,both,BR
166,BR-BOTH-SUBSCRIPTION-004,5500,subscription,2025-11-26 15:05:15.022922,Monthly grooming subscription - Royal tier,0,crown,true,Royal PawTreat,2025-11-26 15:05:15.022934,both,BR
167,BR-BOTH-SPECIALTY-001,780,specialty,2025-11-26 15:05:15.079993,Professional grooming training,180,book,true,Grooming Class,2025-11-26 15:05:15.080006,both,BR
168,BR-BOTH-SPECIALTY-002,480,specialty,2025-11-26 15:05:15.135075,Pet boarding service,0,home,true,Boarding,2025-11-26 15:05:15.135087,both,BR
169,MX-CAT-BASIC-001,1800,basic,2025-11-26 15:05:15.188908,Basic grooming package for cats,90,cat,true,Comfort Spa,2025-11-26 15:05:15.188921,cat,MX
170,MX-CAT-PREMIUM-001,2200,premium,2025-11-26 15:05:15.24116,Premium hygiene care for cats,105,sparkles,true,Hygiene Deluxe,2025-11-26 15:05:15.241172,cat,MX
171,MX-CAT-PREMIUM-002,2800,premium,2025-11-26 15:05:15.29763,Complete styling and grooming for cats,120,star,true,Glamour Groom,2025-11-26 15:05:15.297642,cat,MX
172,MX-DOG-BASIC-001,1650,basic,2025-11-26 15:05:15.352983,Basic grooming package for dogs,90,dog,true,Fresh & Shine,2025-11-26 15:05:15.352996,dog,MX
173,MX-DOG-PREMIUM-001,2200,premium,2025-11-26 15:05:15.409299,Premium hygiene care for dogs,105,sparkles,true,Hygiene Plus,2025-11-26 15:05:15.409309,dog,MX
174,MX-DOG-PREMIUM-002,3000,premium,2025-11-26 15:05:15.465357,Complete styling and grooming for dogs,135,scissors,true,Ultimate Makeover,2025-11-26 15:05:15.465366,dog,MX
175,MX-BOTH-SUBSCRIPTION-001,9500,subscription,2025-11-26 15:05:15.520873,Monthly grooming subscription - Silver tier,0,silver,true,Silver Care,2025-11-26 15:05:15.520885,both,MX
176,MX-BOTH-SUBSCRIPTION-002,14500,subscription,2025-11-26 15:05:15.572947,Monthly grooming subscription - Gold tier,0,gold,true,Gold Wellness,2025-11-26 15:05:15.572961,both,MX
177,MX-BOTH-SUBSCRIPTION-003,20500,subscription,2025-11-26 15:05:15.624841,Monthly grooming subscription - Platinum tier,0,platinum,true,Platinum Premium,2025-11-26 15:05:15.624854,both,MX
178,MX-BOTH-SUBSCRIPTION-004,29000,subscription,2025-11-26 15:05:15.681537,Monthly grooming subscription - Royal tier,0,crown,true,Royal PawTreat,2025-11-26 15:05:15.681547,both,MX
179,MX-BOTH-SPECIALTY-001,4200,specialty,2025-11-26 15:05:15.737705,Professional grooming training,180,book,true,Grooming Class,2025-11-26 15:05:15.737718,both,MX
180,MX-BOTH-SPECIALTY-002,2500,specialty,2025-11-26 15:05:15.793715,Pet boarding service,0,home,true,Boarding,2025-11-26 15:05:15.793725,both,MX
181,ZA-CAT-BASIC-001,3500,basic,2025-11-26 15:05:15.849895,Basic grooming package for cats,90,cat,true,Comfort Spa,2025-11-26 15:05:15.849901,cat,ZA
182,ZA-CAT-PREMIUM-001,4200,premium,2025-11-26 15:05:15.905845,Premium hygiene care for cats,105,sparkles,true,Hygiene Deluxe,2025-11-26 15:05:15.905856,cat,ZA
183,ZA-CAT-PREMIUM-002,5300,premium,2025-11-26 15:05:15.960568,Complete styling and grooming for cats,120,star,true,Glamour Groom,2025-11-26 15:05:15.960576,cat,ZA
184,ZA-DOG-BASIC-001,3200,basic,2025-11-26 15:05:16.012748,Basic grooming package for dogs,90,dog,true,Fresh & Shine,2025-11-26 15:05:16.01276,dog,ZA
185,ZA-DOG-PREMIUM-001,4200,premium,2025-11-26 15:05:16.064968,Premium hygiene care for dogs,105,sparkles,true,Hygiene Plus,2025-11-26 15:05:16.06498,dog,ZA
186,ZA-DOG-PREMIUM-002,5600,premium,2025-11-26 15:05:16.120593,Complete styling and grooming for dogs,135,scissors,true,Ultimate Makeover,2025-11-26 15:05:16.120597,dog,ZA
187,ZA-BOTH-SUBSCRIPTION-001,18000,subscription,2025-11-26 15:05:16.17282,Monthly grooming subscription - Silver tier,0,silver,true,Silver Care,2025-11-26 15:05:16.172831,both,ZA
188,ZA-BOTH-SUBSCRIPTION-002,27000,subscription,2025-11-26 15:05:16.225118,Monthly grooming subscription - Gold tier,0,gold,true,Gold Wellness,2025-11-26 15:05:16.22513,both,ZA
189,ZA-BOTH-SUBSCRIPTION-003,38000,subscription,2025-11-26 15:05:16.281322,Monthly grooming subscription - Platinum tier,0,platinum,true,Platinum Premium,2025-11-26 15:05:16.281336,both,ZA
190,ZA-BOTH-SUBSCRIPTION-004,55000,subscription,2025-11-26 15:05:16.338217,Monthly grooming subscription - Royal tier,0,crown,true,Royal PawTreat,2025-11-26 15:05:16.338269,both,ZA
191,ZA-BOTH-SPECIALTY-001,8500,specialty,2025-11-26 15:05:16.393103,Professional grooming training,180,book,true,Grooming Class,2025-11-26 15:05:16.393108,both,ZA
192,ZA-BOTH-SPECIALTY-002,5200,specialty,2025-11-26 15:05:16.450255,Pet boarding service,0,home,true,Boarding,2025-11-26 15:05:16.450261,both,ZA
193,KR-CAT-BASIC-001,80000,basic,2025-11-26 15:05:16.505453,Basic grooming package for cats,90,cat,true,Comfort Spa,2025-11-26 15:05:16.505463,cat,KR
194,KR-CAT-PREMIUM-001,100000,premium,2025-11-26 15:05:16.561456,Premium hygiene care for cats,105,sparkles,true,Hygiene Deluxe,2025-11-26 15:05:16.561463,cat,KR
195,KR-CAT-PREMIUM-002,130000,premium,2025-11-26 15:05:16.619324,Complete styling and grooming for cats,120,star,true,Glamour Groom,2025-11-26 15:05:16.619336,cat,KR
196,KR-DOG-BASIC-001,75000,basic,2025-11-26 15:05:16.672553,Basic grooming package for dogs,90,dog,true,Fresh & Shine,2025-11-26 15:05:16.67256,dog,KR
197,KR-DOG-PREMIUM-001,100000,premium,2025-11-26 15:05:16.728686,Premium hygiene care for dogs,105,sparkles,true,Hygiene Plus,2025-11-26 15:05:16.728695,dog,KR
198,KR-DOG-PREMIUM-002,135000,premium,2025-11-26 15:05:16.783597,Complete styling and grooming for dogs,135,scissors,true,Ultimate Makeover,2025-11-26 15:05:16.783605,dog,KR
199,KR-BOTH-SUBSCRIPTION-001,450000,subscription,2025-11-26 15:05:16.838801,Monthly grooming subscription - Silver tier,0,silver,true,Silver Care,2025-11-26 15:05:16.838808,both,KR
200,KR-BOTH-SUBSCRIPTION-002,680000,subscription,2025-11-26 15:05:16.902082,Monthly grooming subscription - Gold tier,0,gold,true,Gold Wellness,2025-11-26 15:05:16.902096,both,KR
201,KR-BOTH-SUBSCRIPTION-003,950000,subscription,2025-11-26 15:05:16.957833,Monthly grooming subscription - Platinum tier,0,platinum,true,Platinum Premium,2025-11-26 15:05:16.957842,both,KR
202,KR-BOTH-SUBSCRIPTION-004,1350000,subscription,2025-11-26 15:05:17.009929,Monthly grooming subscription - Royal tier,0,crown,true,Royal PawTreat,2025-11-26 15:05:17.009935,both,KR
203,KR-BOTH-SPECIALTY-001,220000,specialty,2025-11-26 15:05:17.062669,Professional grooming training,180,book,true,Grooming Class,2025-11-26 15:05:17.062674,both,KR
204,KR-BOTH-SPECIALTY-002,130000,specialty,2025-11-26 15:05:17.118029,Pet boarding service,0,home,true,Boarding,2025-11-26 15:05:17.118033,both,KR
205,CN-CAT-BASIC-001,650,basic,2025-11-26 15:05:17.173942,Basic grooming package for cats,90,cat,true,Comfort Spa,2025-11-26 15:05:17.173945,cat,CN
206,CN-CAT-PREMIUM-001,800,premium,2025-11-26 15:05:17.230318,Premium hygiene care for cats,105,sparkles,true,Hygiene Deluxe,2025-11-26 15:05:17.230326,cat,CN
207,CN-CAT-PREMIUM-002,1020,premium,2025-11-26 15:05:17.286026,Complete styling and grooming for cats,120,star,true,Glamour Groom,2025-11-26 15:05:17.286039,cat,CN
208,CN-DOG-BASIC-001,600,basic,2025-11-26 15:05:17.342341,Basic grooming package for dogs,90,dog,true,Fresh & Shine,2025-11-26 15:05:17.342356,dog,CN
209,CN-DOG-PREMIUM-001,800,premium,2025-11-26 15:05:17.394499,Premium hygiene care for dogs,105,sparkles,true,Hygiene Plus,2025-11-26 15:05:17.394512,dog,CN
210,CN-DOG-PREMIUM-002,1080,premium,2025-11-26 15:05:17.446506,Complete styling and grooming for dogs,135,scissors,true,Ultimate Makeover,2025-11-26 15:05:17.446519,dog,CN
211,CN-BOTH-SUBSCRIPTION-001,3800,subscription,2025-11-26 15:05:17.499249,Monthly grooming subscription - Silver tier,0,silver,true,Silver Care,2025-11-26 15:05:17.499262,both,CN
212,CN-BOTH-SUBSCRIPTION-002,5700,subscription,2025-11-26 15:05:17.554887,Monthly grooming subscription - Gold tier,0,gold,true,Gold Wellness,2025-11-26 15:05:17.5549,both,CN
213,CN-BOTH-SUBSCRIPTION-003,8000,subscription,2025-11-26 15:05:17.615945,Monthly grooming subscription - Platinum tier,0,platinum,true,Platinum Premium,2025-11-26 15:05:17.615957,both,CN
214,CN-BOTH-SUBSCRIPTION-004,11500,subscription,2025-11-26 15:05:17.670317,Monthly grooming subscription - Royal tier,0,crown,true,Royal PawTreat,2025-11-26 15:05:17.670328,both,CN
215,CN-BOTH-SPECIALTY-001,1600,specialty,2025-11-26 15:05:17.72365,Professional grooming training,180,book,true,Grooming Class,2025-11-26 15:05:17.723663,both,CN
216,CN-BOTH-SPECIALTY-002,950,specialty,2025-11-26 15:05:17.779407,Pet boarding service,0,home,true,Boarding,2025-11-26 15:05:17.77942,both,CN
217,TH-CAT-BASIC-001,350,basic,2025-11-26 15:05:17.834235,Basic grooming package for cats,90,cat,true,Comfort Spa,2025-11-26 15:05:17.834252,cat,TH
218,TH-CAT-PREMIUM-001,450,premium,2025-11-26 15:05:17.886256,Premium hygiene care for cats,105,sparkles,true,Hygiene Deluxe,2025-11-26 15:05:17.886268,cat,TH
219,TH-CAT-PREMIUM-002,580,premium,2025-11-26 15:05:17.943199,Complete styling and grooming for cats,120,star,true,Glamour Groom,2025-11-26 15:05:17.943212,cat,TH
220,TH-DOG-BASIC-001,320,basic,2025-11-26 15:05:18.009659,Basic grooming package for dogs,90,dog,true,Fresh & Shine,2025-11-26 15:05:18.009672,dog,TH
221,TH-DOG-PREMIUM-001,450,premium,2025-11-26 15:05:18.062273,Premium hygiene care for dogs,105,sparkles,true,Hygiene Plus,2025-11-26 15:05:18.062284,dog,TH
222,TH-DOG-PREMIUM-002,620,premium,2025-11-26 15:05:18.115663,Complete styling and grooming for dogs,135,scissors,true,Ultimate Makeover,2025-11-26 15:05:18.115677,dog,TH
223,TH-BOTH-SUBSCRIPTION-001,2200,subscription,2025-11-26 15:05:18.170356,Monthly grooming subscription - Silver tier,0,silver,true,Silver Care,2025-11-26 15:05:18.170365,both,TH
224,TH-BOTH-SUBSCRIPTION-002,3300,subscription,2025-11-26 15:05:18.226569,Monthly grooming subscription - Gold tier,0,gold,true,Gold Wellness,2025-11-26 15:05:18.226578,both,TH
225,TH-BOTH-SUBSCRIPTION-003,4700,subscription,2025-11-26 15:05:18.282389,Monthly grooming subscription - Platinum tier,0,platinum,true,Platinum Premium,2025-11-26 15:05:18.282401,both,TH
226,TH-BOTH-SUBSCRIPTION-004,6800,subscription,2025-11-26 15:05:18.334799,Monthly grooming subscription - Royal tier,0,crown,true,Royal PawTreat,2025-11-26 15:05:18.334814,both,TH
227,TH-BOTH-SPECIALTY-001,950,specialty,2025-11-26 15:05:18.390698,Professional grooming training,180,book,true,Grooming Class,2025-11-26 15:05:18.390708,both,TH
228,TH-BOTH-SPECIALTY-002,580,specialty,2025-11-26 15:05:18.446879,Pet boarding service,0,home,true,Boarding,2025-11-26 15:05:18.446891,both,TH
229,MY-CAT-BASIC-001,320,basic,2025-11-26 15:05:18.503058,Basic grooming package for cats,90,cat,true,Comfort Spa,2025-11-26 15:05:18.503072,cat,MY
230,MY-CAT-PREMIUM-001,400,premium,2025-11-26 15:05:18.558482,Premium hygiene care for cats,105,sparkles,true,Hygiene Deluxe,2025-11-26 15:05:18.558495,cat,MY
231,MY-CAT-PREMIUM-002,520,premium,2025-11-26 15:05:18.615183,Complete styling and grooming for cats,120,star,true,Glamour Groom,2025-11-26 15:05:18.615196,cat,MY
232,MY-DOG-BASIC-001,290,basic,2025-11-26 15:05:18.671217,Basic grooming package for dogs,90,dog,true,Fresh & Shine,2025-11-26 15:05:18.671229,dog,MY
233,MY-DOG-PREMIUM-001,400,premium,2025-11-26 15:05:18.727304,Premium hygiene care for dogs,105,sparkles,true,Hygiene Plus,2025-11-26 15:05:18.727317,dog,MY
234,MY-DOG-PREMIUM-002,550,premium,2025-11-26 15:05:18.782551,Complete styling and grooming for dogs,135,scissors,true,Ultimate Makeover,2025-11-26 15:05:18.782562,dog,MY
235,MY-BOTH-SUBSCRIPTION-001,1950,subscription,2025-11-26 15:05:18.836888,Monthly grooming subscription - Silver tier,0,silver,true,Silver Care,2025-11-26 15:05:18.836899,both,MY
236,MY-BOTH-SUBSCRIPTION-002,2950,subscription,2025-11-26 15:05:18.890531,Monthly grooming subscription - Gold tier,0,gold,true,Gold Wellness,2025-11-26 15:05:18.890543,both,MY
237,MY-BOTH-SUBSCRIPTION-003,4150,subscription,2025-11-26 15:05:18.944495,Monthly grooming subscription - Platinum tier,0,platinum,true,Platinum Premium,2025-11-26 15:05:18.944506,both,MY
238,MY-BOTH-SUBSCRIPTION-004,5950,subscription,2025-11-26 15:05:18.998503,Monthly grooming subscription - Royal tier,0,crown,true,Royal PawTreat,2025-11-26 15:05:18.998512,both,MY
239,MY-BOTH-SPECIALTY-001,820,specialty,2025-11-26 15:05:19.050098,Professional grooming training,180,book,true,Grooming Class,2025-11-26 15:05:19.050103,both,MY
240,MY-BOTH-SPECIALTY-002,520,specialty,2025-11-26 15:05:19.102468,Pet boarding service,0,home,true,Boarding,2025-11-26 15:05:19.102476,both,MY
241,NO-CAT-BASIC-001,850,basic,2025-11-26 15:05:19.154381,Basic grooming package for cats,90,cat,true,Comfort Spa,2025-11-26 15:05:19.154393,cat,NO
242,NO-CAT-PREMIUM-001,1050,premium,2025-11-26 15:05:19.209369,Premium hygiene care for cats,105,sparkles,true,Hygiene Deluxe,2025-11-26 15:05:19.209384,cat,NO
243,NO-CAT-PREMIUM-002,1350,premium,2025-11-26 15:05:19.272909,Complete styling and grooming for cats,120,star,true,Glamour Groom,2025-11-26 15:05:19.272921,cat,NO
244,NO-DOG-BASIC-001,800,basic,2025-11-26 15:05:19.336424,Basic grooming package for dogs,90,dog,true,Fresh & Shine,2025-11-26 15:05:19.336438,dog,NO
245,NO-DOG-PREMIUM-001,1050,premium,2025-11-26 15:05:19.401363,Premium hygiene care for dogs,105,sparkles,true,Hygiene Plus,2025-11-26 15:05:19.401377,dog,NO
246,NO-DOG-PREMIUM-002,1450,premium,2025-11-26 15:05:19.465136,Complete styling and grooming for dogs,135,scissors,true,Ultimate Makeover,2025-11-26 15:05:19.465148,dog,NO
247,NO-BOTH-SUBSCRIPTION-001,5200,subscription,2025-11-26 15:05:19.52921,Monthly grooming subscription - Silver tier,0,silver,true,Silver Care,2025-11-26 15:05:19.529223,both,NO
248,NO-BOTH-SUBSCRIPTION-002,7800,subscription,2025-11-26 15:05:19.59291,Monthly grooming subscription - Gold tier,0,gold,true,Gold Wellness,2025-11-26 15:05:19.592923,both,NO
249,NO-BOTH-SUBSCRIPTION-003,11000,subscription,2025-11-26 15:05:19.657459,Monthly grooming subscription - Platinum tier,0,platinum,true,Platinum Premium,2025-11-26 15:05:19.657472,both,NO
250,NO-BOTH-SUBSCRIPTION-004,15500,subscription,2025-11-26 15:05:19.721429,Monthly grooming subscription - Royal tier,0,crown,true,Royal PawTreat,2025-11-26 15:05:19.721443,both,NO
251,NO-BOTH-SPECIALTY-001,2800,specialty,2025-11-26 15:05:19.78571,Professional grooming training,180,book,true,Grooming Class,2025-11-26 15:05:19.78572,both,NO
252,NO-BOTH-SPECIALTY-002,1700,specialty,2025-11-26 15:05:19.850086,Pet boarding service,0,home,true,Boarding,2025-11-26 15:05:19.850099,both,NO
253,SE-CAT-BASIC-001,900,basic,2025-11-26 15:05:19.910034,Basic grooming package for cats,90,cat,true,Comfort Spa,2025-11-26 15:05:19.910047,cat,SE
254,SE-CAT-PREMIUM-001,1100,premium,2025-11-26 15:05:19.972712,Premium hygiene care for cats,105,sparkles,true,Hygiene Deluxe,2025-11-26 15:05:19.972727,cat,SE
255,SE-CAT-PREMIUM-002,1400,premium,2025-11-26 15:05:20.037065,Complete styling and grooming for cats,120,star,true,Glamour Groom,2025-11-26 15:05:20.037078,cat,SE
256,SE-DOG-BASIC-001,850,basic,2025-11-26 15:05:20.100881,Basic grooming package for dogs,90,dog,true,Fresh & Shine,2025-11-26 15:05:20.100894,dog,SE
257,SE-DOG-PREMIUM-001,1100,premium,2025-11-26 15:05:20.164541,Premium hygiene care for dogs,105,sparkles,true,Hygiene Plus,2025-11-26 15:05:20.164554,dog,SE
258,SE-DOG-PREMIUM-002,1500,premium,2025-11-26 15:05:20.228887,Complete styling and grooming for dogs,135,scissors,true,Ultimate Makeover,2025-11-26 15:05:20.228899,dog,SE
259,SE-BOTH-SUBSCRIPTION-001,5400,subscription,2025-11-26 15:05:20.292434,Monthly grooming subscription - Silver tier,0,silver,true,Silver Care,2025-11-26 15:05:20.292444,both,SE
260,SE-BOTH-SUBSCRIPTION-002,8100,subscription,2025-11-26 15:05:20.354915,Monthly grooming subscription - Gold tier,0,gold,true,Gold Wellness,2025-11-26 15:05:20.354928,both,SE
261,SE-BOTH-SUBSCRIPTION-003,11400,subscription,2025-11-26 15:05:20.411909,Monthly grooming subscription - Platinum tier,0,platinum,true,Platinum Premium,2025-11-26 15:05:20.411921,both,SE
262,SE-BOTH-SUBSCRIPTION-004,16200,subscription,2025-11-26 15:05:20.475939,Monthly grooming subscription - Royal tier,0,crown,true,Royal PawTreat,2025-11-26 15:05:20.475949,both,SE
263,SE-BOTH-SPECIALTY-001,2900,specialty,2025-11-26 15:05:20.546434,Professional grooming training,180,book,true,Grooming Class,2025-11-26 15:05:20.546447,both,SE
264,SE-BOTH-SPECIALTY-002,1750,specialty,2025-11-26 15:05:20.611289,Pet boarding service,0,home,true,Boarding,2025-11-26 15:05:20.611304,both,SE
